wx_count,mprotect_sum,ptrace_sum,syscall_rate,blocked_ratio,uid_is_root,event_burst_ratio,unique_event_diversity,label
3,2,2,256.3,0.839,0,7.93,0.543,1
1,8,0,437.83,0.515,0,4.96,0.632,1
0,0,0,24.64,0.019,0,0.55,0.34,0
10,5,0,385.0,0.448,1,8.34,0.958,1
0,1,0,3.71,0.018,0,0.58,0.225,0
1,4,2,69.77,0.882,0,7.07,0.912,1
2,5,2,315.73,0.404,0,5.88,0.668,1
0,2,0,11.2,0.042,0,0.55,0.155,0
6,7,1,193.43,0.591,0,4.37,0.782,1
0,1,0,14.63,0.041,0,1.19,0.378,0
9,7,0,421.53,0.169,1,6.84,0.671,1
2,5,1,412.96,0.619,1,8.36,0.597,1
0,0,0,13.96,0.015,0,0.34,0.353,0
0,2,0,17.63,0.005,0,0.45,0.253,0
0,2,0,27.24,0.003,0,0.79,0.381,0
0,2,0,24.83,0.008,0,0.57,0.284,0
0,1,0,22.93,0.002,0,0.22,0.38,0
0,1,0,27.34,0.045,0,0.97,0.397,0
0,2,0,19.71,0.03,0,1.44,0.396,0
7,8,3,374.67,0.734,0,6.05,0.72,1
0,0,0,13.89,0.05,0,1.31,0.136,0
0,1,0,30.39,0.004,0,0.15,0.25,0
9,4,0,361.21,0.749,1,3.5,0.972,1
7,7,3,446.06,0.128,1,8.66,0.542,1
6,6,0,139.01,0.446,1,3.66,0.886,1
5,2,1,167.82,0.32,0,6.93,0.892,1
0,0,0,33.48,0.008,0,1.16,0.271,0
0,1,0,39.89,0.02,0,0.91,0.198,0
0,0,0,5.46,0.026,0,1.44,0.149,0
0,1,0,37.14,0.032,0,0.33,0.149,0
9,2,0,385.91,0.141,0,6.84,0.88,1
0,0,0,37.85,0.017,1,0.69,0.385,0
0,2,0,22.51,0.044,0,1.28,0.286,0
0,2,0,27.98,0.033,0,1.13,0.39,0
7,5,0,275.87,0.715,1,5.92,0.991,1
4,6,0,384.84,0.382,1,9.53,0.683,1
0,1,0,18.68,0.029,0,0.25,0.127,0
3,4,0,233.82,0.444,1,9.16,0.802,1
0,2,0,3.16,0.008,0,0.95,0.166,0
0,2,0,20.98,0.02,0,0.19,0.242,0
10,8,0,111.84,0.209,1,8.75,0.53,1
0,1,0,22.15,0.001,0,1.28,0.265,0
4,7,0,416.25,0.494,1,4.25,0.984,1
0,1,0,37.65,0.018,0,0.4,0.131,0
0,2,0,37.1,0.014,0,0.68,0.132,0
4,8,1,412.59,0.25,0,2.59,0.782,1
0,1,0,38.12,0.005,0,1.39,0.205,0
2,2,0,254.5,0.576,1,2.01,0.89,1
0,2,0,9.59,0.01,0,1.2,0.121,0
7,3,0,408.86,0.661,0,3.25,0.856,1
0,2,0,2.45,0.007,0,0.29,0.23,0
6,7,0,84.86,0.208,0,7.78,0.51,1
0,0,0,6.22,0.017,0,0.64,0.278,0
0,0,0,12.69,0.032,0,1.23,0.19,0
0,1,0,5.08,0.001,0,1.18,0.341,0
0,2,0,24.89,0.043,0,1.15,0.204,0
9,3,1,268.95,0.423,1,8.72,0.898,1
0,1,0,34.09,0.027,0,0.83,0.211,0
0,0,0,13.29,0.027,0,0.99,0.204,0
3,3,2,85.39,0.13,1,2.86,0.567,1
6,6,2,465.23,0.419,0,8.6,0.848,1
6,4,1,116.38,0.301,1,7.22,0.844,1
0,1,0,24.59,0.044,0,0.96,0.376,0
0,1,0,12.95,0.002,0,0.33,0.214,0
0,0,0,2.58,0.026,0,0.8,0.146,0
9,7,0,468.69,0.806,0,6.4,0.993,1
9,6,3,75.34,0.2,1,2.37,0.991,1
6,8,3,347.85,0.569,1,5.09,0.606,1
2,5,1,143.9,0.618,0,3.09,0.927,1
10,3,3,268.61,0.406,1,9.66,0.996,1
0,2,0,33.95,0.008,0,1.2,0.224,0
0,0,0,2.72,0.028,0,0.51,0.246,0
5,3,2,486.22,0.482,1,9.41,0.645,1
8,7,1,166.11,0.51,1,3.69,0.519,1
0,1,0,25.08,0.023,0,1.04,0.131,0
8,3,1,171.11,0.492,0,5.15,0.683,1
0,2,0,8.11,0.032,1,0.27,0.26,0
0,0,0,9.43,0.039,1,0.44,0.143,0
0,2,0,19.67,0.03,0,0.76,0.119,0
9,5,0,88.58,0.365,0,4.73,0.597,1
0,1,0,37.1,0.012,0,0.94,0.374,0
8,2,2,440.67,0.301,0,2.74,0.751,1
10,2,2,492.42,0.535,0,4.71,0.752,1
8,3,3,387.84,0.755,1,2.88,0.515,1
0,1,0,6.82,0.044,0,0.56,0.367,0
0,0,0,26.06,0.03,0,0.75,0.299,0
3,5,2,348.42,0.617,1,6.03,0.988,1
2,8,1,216.04,0.241,0,6.49,0.682,1
10,4,1,123.75,0.212,1,3.23,0.785,1
0,1,0,15.16,0.001,0,0.76,0.348,0
0,2,0,39.06,0.037,0,1.34,0.232,0
0,1,0,6.75,0.046,0,0.9,0.397,0
1,1,0,9.46,0.038,1,0.16,0.384,0
9,6,1,175.89,0.645,0,7.75,0.513,1
0,0,0,37.51,0.005,0,0.14,0.343,0
6,3,1,66.73,0.268,1,5.17,0.896,1
0,0,0,15.39,0.044,1,0.65,0.303,0
7,6,1,229.94,0.527,1,9.4,0.94,1
0,0,0,29.27,0.017,0,1.03,0.178,0
5,6,2,120.16,0.665,1,5.84,0.501,1
7,8,1,95.49,0.687,0,6.95,0.652,1
2,7,0,272.84,0.859,0,5.24,0.523,1
0,0,0,25.57,0.0,0,0.59,0.248,0
6,7,2,197.31,0.773,1,2.34,0.662,1
8,4,1,76.83,0.242,0,6.42,0.655,1
0,2,0,10.78,0.024,0,1.25,0.176,0
0,2,0,25.68,0.01,0,1.28,0.176,0
5,5,2,456.34,0.786,1,6.16,0.956,1
0,2,0,20.31,0.002,1,1.38,0.127,0
0,2,0,6.72,0.048,1,0.21,0.164,0
9,2,0,207.64,0.736,0,6.56,0.994,1
1,8,0,388.74,0.242,0,2.07,0.828,1
7,2,2,128.96,0.3,1,7.05,0.981,1
0,0,0,8.27,0.004,0,0.9,0.381,0
1,8,1,392.15,0.156,1,5.88,0.873,1
0,2,0,6.89,0.032,0,1.35,0.239,0
1,5,0,359.57,0.691,0,6.37,0.993,1
7,6,1,411.63,0.605,1,6.27,0.872,1
7,8,3,345.25,0.703,0,6.34,0.858,1
0,1,0,39.95,0.037,0,0.51,0.163,0
0,2,0,35.3,0.007,0,1.36,0.169,0
0,1,0,5.4,0.001,0,0.4,0.278,0
0,0,0,25.62,0.005,0,1.4,0.182,0
8,4,2,468.87,0.133,1,5.21,0.74,1
0,1,0,34.07,0.029,1,0.39,0.153,0
0,1,0,11.2,0.048,0,0.49,0.4,0
0,2,0,21.09,0.022,0,0.7,0.243,0
2,4,2,414.16,0.466,1,8.5,0.882,1
1,7,2,473.6,0.6,1,9.73,0.635,1
0,2,0,4.12,0.031,0,1.27,0.231,0
0,1,0,15.3,0.006,1,0.58,0.315,0
9,2,3,293.41,0.457,0,8.13,0.679,1
8,6,2,361.99,0.769,1,3.74,0.943,1
5,4,2,196.63,0.732,1,4.45,0.827,1
1,1,0,3.33,0.005,1,0.8,0.376,0
0,0,0,28.88,0.05,0,1.09,0.235,0
4,2,3,374.27,0.132,1,3.58,0.991,1
0,2,0,9.96,0.048,0,0.32,0.391,0
6,5,0,56.56,0.278,1,7.38,0.781,1
0,1,0,2.38,0.014,1,0.85,0.244,0
9,8,1,124.8,0.621,1,6.38,0.596,1
0,2,0,10.34,0.029,0,0.81,0.27,0
10,4,1,112.98,0.167,1,2.13,0.553,1
3,7,2,108.69,0.513,1,4.09,0.694,1
7,8,3,301.71,0.781,0,3.2,0.737,1
3,2,2,212.35,0.573,1,2.63,0.945,1
10,7,1,459.86,0.3,0,7.22,0.717,1
10,4,3,238.75,0.697,1,8.79,0.966,1
0,2,0,14.44,0.025,0,0.74,0.344,0
2,4,2,211.68,0.618,1,7.45,0.509,1
0,0,0,26.0,0.008,0,1.35,0.164,0
9,3,3,309.43,0.172,1,8.85,0.795,1
1,1,0,20.75,0.005,0,1.07,0.346,0
0,0,0,34.48,0.019,0,0.27,0.112,0
0,2,0,16.89,0.045,0,0.62,0.331,0
2,2,0,418.61,0.848,1,7.39,0.536,1
5,2,0,218.69,0.819,0,4.71,0.972,1
2,2,1,242.57,0.28,1,5.16,0.597,1
1,4,2,426.99,0.571,1,8.43,0.607,1
3,3,2,240.57,0.441,1,3.87,0.531,1
9,3,0,185.4,0.496,0,7.55,0.501,1
0,2,0,8.05,0.018,0,0.61,0.201,0
0,0,0,28.31,0.035,0,0.17,0.272,0
1,4,3,101.52,0.642,0,7.93,0.763,1
0,2,0,15.82,0.011,0,0.83,0.193,0
7,6,0,232.41,0.616,1,6.37,0.643,1
0,2,0,20.95,0.034,0,1.28,0.347,0
7,2,0,224.51,0.389,1,8.3,0.911,1
0,1,0,15.55,0.035,0,0.9,0.297,0
4,6,0,337.25,0.841,1,7.5,0.813,1
2,6,1,441.95,0.625,1,4.63,0.832,1
0,1,0,13.98,0.001,0,0.69,0.311,0
0,1,0,34.31,0.049,0,1.21,0.119,0
0,2,0,37.56,0.029,0,0.58,0.206,0
9,2,2,334.53,0.684,1,4.17,0.97,1
0,2,0,6.6,0.004,1,0.56,0.172,0
0,0,0,17.27,0.04,0,0.98,0.352,0
0,2,0,31.21,0.008,0,0.46,0.386,0
0,1,0,15.56,0.02,0,0.35,0.115,0
0,2,0,30.05,0.016,0,0.65,0.167,0
4,2,1,252.56,0.182,1,4.52,0.636,1
0,0,0,14.03,0.024,0,0.39,0.132,0
5,8,3,150.67,0.24,1,9.13,0.585,1
10,4,1,109.23,0.12,0,4.15,0.512,1
0,1,0,9.75,0.034,0,0.62,0.282,0
0,0,0,8.86,0.018,0,1.07,0.198,0
0,0,0,3.67,0.0,0,0.81,0.339,0
9,6,0,249.65,0.356,0,4.42,0.52,1
0,0,0,36.2,0.002,0,0.32,0.219,0
5,5,2,419.88,0.702,1,5.01,0.523,1
4,5,1,163.53,0.249,1,6.83,0.727,1
0,2,0,22.29,0.047,0,1.13,0.211,0
5,8,1,155.09,0.45,1,4.93,0.766,1
3,4,2,472.08,0.336,1,3.2,0.802,1
0,0,0,38.46,0.005,1,0.6,0.113,0
6,4,1,120.68,0.595,1,9.8,0.74,1
0,1,0,31.47,0.006,0,1.41,0.371,0
2,6,0,412.11,0.464,1,5.39,0.704,1
0,1,0,20.09,0.027,0,1.15,0.222,0
0,0,0,35.06,0.039,0,1.16,0.389,0
0,2,0,3.53,0.007,1,1.16,0.367,0
3,4,3,197.09,0.712,1,2.34,0.956,1
1,8,1,305.32,0.503,1,3.92,0.863,1
3,7,1,422.44,0.764,1,9.44,0.821,1
6,4,3,357.17,0.769,0,7.41,0.801,1
0,1,0,7.68,0.028,1,1.44,0.267,0
0,2,0,37.3,0.009,0,0.46,0.233,0
1,1,0,28.11,0.027,1,0.41,0.316,0
3,3,0,164.92,0.316,1,4.66,0.716,1
0,1,0,16.05,0.033,0,0.42,0.153,0
6,6,1,345.74,0.699,1,4.65,0.541,1
9,7,3,253.01,0.105,1,6.69,0.851,1
0,0,0,20.69,0.008,0,0.76,0.313,0
3,5,2,172.46,0.202,0,6.64,0.94,1
1,8,2,328.23,0.123,1,5.64,0.583,1
0,2,0,31.47,0.045,0,0.28,0.394,0
0,1,0,13.77,0.033,0,1.48,0.276,0
0,0,0,13.38,0.042,0,1.44,0.32,0
3,4,2,175.67,0.482,1,3.95,0.537,1
0,2,0,7.44,0.037,0,1.1,0.212,0
0,0,0,12.87,0.026,0,0.34,0.22,0
0,0,0,37.96,0.03,0,0.29,0.149,0
8,4,2,409.92,0.876,1,6.62,0.719,1
6,2,0,402.36,0.855,0,4.44,0.535,1
9,8,3,91.48,0.701,1,5.14,0.818,1
0,1,0,4.46,0.006,0,1.17,0.377,0
4,5,0,380.06,0.538,0,7.95,0.536,1
0,1,0,7.68,0.041,0,0.52,0.295,0
1,1,0,8.14,0.03,0,0.45,0.22,0
0,0,0,5.56,0.026,0,0.17,0.187,0
0,2,0,25.84,0.002,0,0.16,0.149,0
2,8,2,318.22,0.757,1,8.0,0.945,1
0,0,0,7.38,0.02,1,1.31,0.317,0
3,3,1,56.76,0.666,1,9.64,0.856,1
6,2,3,194.74,0.862,1,9.02,0.55,1
1,7,2,195.36,0.427,0,8.22,0.846,1
0,2,0,7.32,0.045,1,0.85,0.262,0
1,6,1,116.19,0.466,0,2.06,0.992,1
6,3,2,218.96,0.855,1,9.43,0.585,1
4,7,1,50.19,0.466,1,2.35,0.866,1
3,4,1,88.86,0.732,0,9.48,0.541,1
4,5,2,427.75,0.485,1,7.92,0.668,1
7,4,3,173.31,0.192,1,2.44,0.793,1
9,2,1,368.89,0.483,1,2.41,0.7,1
6,4,3,74.95,0.464,0,4.69,0.645,1
4,3,1,388.9,0.882,1,6.58,0.911,1
8,6,2,317.44,0.519,0,5.1,0.674,1
9,6,3,273.66,0.546,1,8.44,0.744,1
2,6,1,77.99,0.867,0,6.46,0.507,1
0,1,0,18.1,0.016,0,1.32,0.257,0
0,2,0,34.03,0.002,0,0.81,0.122,0
0,1,0,2.0,0.036,0,1.12,0.253,0
0,1,0,36.74,0.008,0,0.39,0.108,0
0,0,0,6.22,0.029,0,1.07,0.379,0
1,0,0,7.23,0.003,0,0.1,0.325,0
9,6,0,407.77,0.71,1,8.05,0.782,1
1,0,0,10.9,0.039,0,1.41,0.143,0
0,2,0,31.74,0.011,0,1.14,0.348,0
0,2,0,21.32,0.013,0,0.34,0.14,0
0,0,0,18.22,0.048,0,0.17,0.183,0
4,3,0,235.82,0.306,1,5.22,0.552,1
4,2,1,475.64,0.474,0,2.56,0.901,1
1,8,1,402.1,0.764,0,7.42,0.651,1
6,4,2,276.75,0.751,1,3.44,0.661,1
0,1,0,15.4,0.037,0,0.98,0.315,0
8,2,3,270.74,0.557,0,3.83,0.86,1
0,0,0,18.14,0.037,0,0.58,0.302,0
2,2,2,484.49,0.408,0,5.47,0.84,1
0,2,0,18.58,0.034,0,1.42,0.142,0
10,5,2,101.23,0.511,1,4.78,0.714,1
3,3,1,348.77,0.215,0,5.45,0.818,1
8,2,3,253.99,0.414,1,5.46,0.798,1
10,3,1,113.47,0.691,0,7.02,0.688,1
8,6,0,429.16,0.3,1,5.05,0.962,1
7,8,1,60.24,0.78,0,6.98,0.896,1
0,0,0,4.89,0.036,0,0.65,0.221,0
0,2,0,10.39,0.047,0,0.97,0.388,0
0,2,0,33.92,0.03,0,0.22,0.229,0
10,5,0,491.06,0.326,0,8.59,0.554,1
0,0,0,20.61,0.013,0,0.53,0.313,0
0,0,0,16.23,0.012,0,1.42,0.122,0
0,2,0,6.38,0.017,0,0.42,0.139,0
5,8,2,182.62,0.893,1,8.67,0.758,1
0,0,0,13.28,0.038,0,1.39,0.258,0
3,7,0,132.14,0.25,1,6.97,0.607,1
6,4,1,152.58,0.847,1,4.72,0.639,1
7,6,1,322.33,0.625,1,3.01,0.731,1
0,0,0,39.32,0.043,0,0.93,0.134,0
1,0,0,5.02,0.008,0,0.36,0.311,0
4,8,1,399.74,0.863,1,5.57,0.749,1
0,0,0,1.09,0.019,0,1.21,0.294,0
1,1,0,25.08,0.042,0,1.27,0.151,0
8,2,1,312.89,0.854,1,8.27,0.819,1
0,2,0,14.77,0.049,0,1.32,0.398,0
7,5,3,464.13,0.776,0,4.04,0.941,1
0,0,0,17.25,0.045,0,0.65,0.121,0
7,4,0,228.58,0.456,1,5.93,0.688,1
5,3,3,166.2,0.851,1,5.69,0.522,1
0,0,0,22.02,0.041,0,0.11,0.342,0
0,1,0,8.43,0.049,0,0.1,0.292,0
6,7,3,58.83,0.217,0,6.6,0.552,1
10,2,2,283.75,0.806,1,9.08,0.683,1
6,6,1,221.69,0.485,1,2.15,0.759,1
7,8,2,68.38,0.132,0,7.62,0.743,1
4,7,3,223.21,0.324,0,2.22,0.63,1
7,7,3,444.8,0.688,1,2.09,0.65,1
0,1,0,25.93,0.029,0,0.42,0.278,0
1,0,0,22.08,0.04,0,1.31,0.139,0
4,3,3,267.06,0.252,0,6.12,0.929,1
5,5,2,128.5,0.598,1,2.92,0.955,1
1,2,3,177.74,0.618,1,3.68,0.721,1
8,8,1,289.78,0.768,0,3.32,0.769,1
0,2,0,29.39,0.034,0,0.15,0.259,0
0,2,0,17.15,0.01,0,1.42,0.196,0
8,8,0,442.1,0.247,1,7.21,0.782,1
1,5,2,453.35,0.762,1,2.82,0.945,1
9,5,2,318.07,0.607,1,6.24,0.934,1
0,0,0,4.12,0.035,0,1.32,0.173,0
6,6,2,106.31,0.192,1,4.51,0.852,1
0,2,0,38.9,0.006,0,0.17,0.137,0
6,2,2,306.94,0.214,1,7.24,0.604,1
9,4,1,315.73,0.704,1,7.04,0.576,1
0,2,0,30.33,0.045,0,0.41,0.139,0
5,3,0,68.99,0.801,0,4.69,0.593,1
6,2,1,433.01,0.868,0,5.18,0.555,1
8,4,3,223.94,0.291,0,4.64,0.502,1
0,2,0,17.26,0.018,0,1.26,0.155,0
0,0,0,5.22,0.006,0,1.18,0.106,0
8,7,3,388.12,0.897,1,8.15,0.647,1
2,3,2,423.51,0.838,1,5.35,0.767,1
5,7,0,153.99,0.399,1,7.45,0.527,1
1,1,0,18.29,0.01,0,1.49,0.188,0
4,6,2,264.64,0.596,0,7.88,0.784,1
0,2,0,31.13,0.045,0,1.47,0.245,0
7,2,2,61.38,0.678,1,4.66,0.544,1
9,6,2,323.78,0.272,1,7.18,0.704,1
0,0,0,37.04,0.025,1,1.15,0.182,0
4,2,2,153.63,0.168,0,2.31,0.997,1
0,0,0,32.71,0.019,0,0.31,0.155,0
8,6,1,426.16,0.401,1,7.49,0.507,1
0,2,0,36.38,0.035,0,0.54,0.321,0
4,6,2,267.39,0.494,1,7.92,0.855,1
0,2,0,15.73,0.015,0,1.1,0.108,0
0,0,0,36.78,0.047,0,0.11,0.229,0
1,2,0,10.65,0.004,0,0.85,0.25,0
5,4,3,261.53,0.204,1,5.72,0.904,1
1,2,0,14.88,0.015,0,1.23,0.13,0
1,2,2,251.1,0.267,1,2.52,0.904,1
1,2,0,25.81,0.007,0,0.68,0.35,0
1,3,1,305.53,0.171,0,3.5,0.818,1
1,7,0,181.98,0.23,0,9.34,0.924,1
0,2,0,31.05,0.024,0,0.82,0.135,0
0,2,0,4.32,0.006,0,1.28,0.4,0
8,2,3,205.82,0.574,0,5.12,0.814,1
6,2,2,426.7,0.363,1,8.56,0.709,1
0,2,0,5.0,0.008,0,0.54,0.334,0
0,1,0,9.05,0.019,1,0.91,0.223,0
0,2,0,4.41,0.031,0,0.93,0.375,0
0,2,0,32.21,0.025,0,0.41,0.315,0
0,1,0,5.33,0.039,0,0.4,0.224,0
10,2,2,278.96,0.214,0,4.4,0.811,1
8,4,0,335.31,0.332,1,2.45,0.859,1
0,2,0,34.14,0.036,0,0.38,0.203,0
0,2,0,15.13,0.004,0,1.05,0.135,0
4,7,2,77.25,0.409,1,2.37,0.698,1
0,2,0,39.15,0.002,0,0.72,0.367,0
7,2,3,346.05,0.516,0,4.45,0.824,1
7,3,1,119.46,0.896,1,9.03,0.64,1
0,2,0,15.06,0.005,0,1.32,0.238,0
4,4,0,155.69,0.588,0,2.01,0.774,1
0,0,0,28.54,0.048,0,0.31,0.122,0
0,2,0,14.06,0.039,0,0.12,0.385,0
0,0,0,18.54,0.048,0,0.23,0.288,0
0,2,0,1.65,0.001,0,1.12,0.278,0
0,2,0,14.75,0.028,1,1.33,0.39,0
9,2,2,307.39,0.893,1,8.62,0.796,1
0,1,0,23.81,0.033,0,0.69,0.334,0
1,0,0,30.58,0.012,1,1.44,0.159,0
0,2,0,3.42,0.033,0,0.24,0.139,0
0,0,0,25.45,0.001,0,0.86,0.349,0
1,3,0,140.18,0.657,1,2.85,0.917,1
5,6,3,337.48,0.213,1,2.5,0.693,1
2,6,3,366.49,0.588,1,9.14,0.682,1
4,5,2,194.12,0.397,0,5.84,0.561,1
2,8,0,311.86,0.397,1,3.12,0.816,1
7,2,2,475.61,0.8,0,5.42,0.654,1
0,2,0,17.61,0.007,0,0.24,0.267,0
0,2,0,5.85,0.036,0,1.15,0.112,0
0,2,0,19.95,0.026,0,0.13,0.269,0
1,1,0,6.51,0.018,0,1.42,0.271,0
3,6,3,451.96,0.32,1,7.3,0.544,1
3,8,1,178.58,0.711,1,4.45,0.798,1
0,2,0,16.26,0.036,0,0.46,0.12,0
0,2,0,2.13,0.023,0,0.32,0.135,0
7,7,1,159.0,0.68,0,2.75,0.66,1
0,1,0,22.76,0.031,0,0.14,0.388,0
0,0,0,2.92,0.003,0,0.63,0.358,0
0,2,0,22.06,0.002,0,0.83,0.304,0
2,2,1,283.93,0.234,1,7.94,0.857,1
0,1,0,24.2,0.017,0,1.1,0.284,0
0,1,0,19.91,0.001,0,1.25,0.241,0
0,0,0,25.37,0.023,0,0.49,0.121,0
0,0,0,23.22,0.012,0,0.68,0.221,0
1,2,3,353.73,0.228,1,3.1,0.625,1
0,2,0,29.13,0.043,0,0.52,0.374,0
0,1,0,16.58,0.018,0,0.47,0.341,0
0,2,0,33.23,0.027,1,0.86,0.294,0
0,2,0,3.02,0.002,0,0.37,0.181,0
1,4,0,312.91,0.32,0,9.07,0.858,1
4,4,0,332.69,0.427,1,2.64,0.931,1
0,1,0,16.55,0.026,0,1.47,0.326,0
0,1,0,27.85,0.033,1,0.87,0.382,0
4,4,1,217.5,0.693,0,4.09,0.67,1
5,3,0,464.04,0.165,1,3.47,0.804,1
0,2,0,3.12,0.045,0,0.38,0.207,0
6,4,2,494.95,0.14,1,7.63,0.631,1
1,0,0,8.15,0.035,0,1.26,0.359,0
3,5,0,90.08,0.296,1,3.9,0.974,1
0,1,0,22.35,0.041,0,0.34,0.203,0
1,2,0,12.96,0.035,1,0.85,0.391,0
0,1,0,15.94,0.015,0,0.67,0.218,0
0,1,0,16.34,0.019,0,0.38,0.383,0
5,5,2,158.95,0.807,1,5.8,0.692,1
0,2,0,11.0,0.03,0,0.98,0.213,0
0,1,0,8.34,0.007,1,1.09,0.171,0
0,2,0,37.32,0.044,0,0.25,0.218,0
2,3,3,266.9,0.782,1,2.72,0.694,1
8,4,2,425.18,0.3,0,5.06,0.91,1
7,4,3,70.56,0.793,0,2.57,0.718,1
0,1,0,12.81,0.043,0,0.76,0.114,0
0,1,0,12.56,0.044,0,0.52,0.381,0
8,3,3,357.52,0.441,1,3.21,0.69,1
0,0,0,11.93,0.016,0,0.65,0.12,0
4,4,3,130.12,0.635,0,7.34,0.765,1
0,0,0,22.0,0.01,0,0.72,0.297,0
0,0,0,28.96,0.046,0,0.77,0.269,0
3,5,0,394.92,0.621,1,5.45,0.613,1
7,8,2,214.33,0.348,0,2.38,0.755,1
5,7,2,67.85,0.216,1,7.45,0.545,1
0,2,0,28.67,0.047,0,1.32,0.113,0
0,0,0,18.72,0.026,0,1.24,0.388,0
0,1,0,19.0,0.031,0,0.45,0.287,0
0,1,0,3.84,0.003,0,1.31,0.167,0
0,0,0,17.67,0.02,0,1.26,0.379,0
4,4,0,312.15,0.429,0,8.47,0.929,1
5,8,3,97.46,0.449,0,5.22,0.915,1
0,1,0,2.23,0.01,0,0.73,0.226,0
2,2,0,477.73,0.354,0,3.07,0.786,1
0,1,0,9.77,0.024,0,1.23,0.262,0
10,4,3,133.49,0.773,0,5.16,0.632,1
0,0,0,1.32,0.043,0,0.53,0.322,0
9,7,3,56.2,0.134,0,5.14,0.646,1
0,2,0,6.28,0.019,0,1.5,0.236,0
9,3,1,384.76,0.453,1,3.67,0.913,1
9,5,3,76.97,0.445,1,9.39,0.525,1
0,1,0,12.93,0.011,0,0.52,0.294,0
0,0,0,28.81,0.048,0,1.3,0.377,0
10,5,0,305.54,0.628,1,9.79,0.515,1
0,2,0,3.77,0.0,0,0.79,0.376,0
6,3,1,84.39,0.668,0,7.79,0.7,1
7,7,3,221.87,0.39,0,5.62,0.692,1
3,2,0,370.09,0.898,0,9.74,0.89,1
5,4,3,190.5,0.341,1,2.74,0.756,1
4,4,0,469.11,0.664,0,4.41,0.774,1
4,8,0,472.16,0.348,1,2.09,0.719,1
0,0,0,33.91,0.01,0,0.45,0.376,0
3,6,2,69.19,0.508,0,2.35,0.607,1
0,2,0,16.43,0.04,0,1.48,0.382,0
0,2,0,20.19,0.001,0,1.33,0.227,0
1,1,0,19.49,0.05,0,0.97,0.367,0
10,2,3,312.18,0.551,0,6.51,0.757,1
0,1,0,25.15,0.039,0,0.62,0.187,0
6,6,3,145.46,0.701,1,8.13,0.805,1
0,0,0,17.58,0.0,0,0.8,0.245,0
10,6,0,154.65,0.599,0,3.32,0.926,1
0,1,0,8.36,0.018,0,0.61,0.23,0
0,2,0,22.74,0.045,0,0.98,0.299,0
0,0,0,1.01,0.012,0,1.06,0.281,0
0,2,0,21.66,0.034,0,0.83,0.134,0
10,8,0,254.8,0.675,0,6.55,0.841,1
0,2,0,9.2,0.032,0,1.14,0.206,0
1,2,0,28.2,0.023,0,1.1,0.329,0
2,5,3,227.32,0.604,1,2.11,0.812,1
8,7,2,414.83,0.64,1,2.91,0.899,1
3,5,0,389.6,0.591,1,4.07,0.558,1
10,2,2,393.79,0.164,1,2.87,0.719,1
0,0,0,21.18,0.038,0,0.97,0.224,0
2,2,1,258.94,0.77,1,6.3,0.716,1
8,7,0,256.93,0.626,1,4.01,0.899,1
4,6,1,207.14,0.894,1,4.86,0.929,1
7,3,2,492.13,0.335,0,6.79,0.911,1
3,6,0,372.66,0.875,1,2.22,0.674,1
0,0,0,9.3,0.005,0,0.16,0.122,0
7,6,3,85.42,0.491,1,8.3,0.583,1
5,4,2,106.04,0.189,1,7.33,0.859,1
8,3,2,119.18,0.313,0,3.41,0.962,1
0,0,0,30.59,0.013,0,1.41,0.337,0
3,2,2,464.19,0.401,1,3.12,0.921,1
0,1,0,26.86,0.015,0,1.31,0.219,0
8,8,0,220.16,0.541,1,9.28,0.97,1
4,8,3,173.41,0.244,0,6.42,0.966,1
1,2,0,29.63,0.047,0,0.33,0.24,0
6,4,0,159.73,0.581,1,2.44,0.765,1
0,0,0,25.94,0.031,0,1.4,0.175,0
0,1,0,19.43,0.047,0,1.05,0.272,0
10,5,3,328.42,0.194,0,4.02,0.679,1
0,2,0,36.0,0.019,0,0.79,0.104,0
0,0,0,3.76,0.038,0,1.01,0.153,0
0,2,0,12.67,0.023,0,1.26,0.291,0
0,1,0,16.98,0.031,0,1.48,0.307,0
0,0,0,2.25,0.004,0,1.19,0.134,0
9,5,1,64.6,0.729,1,4.37,0.563,1
5,7,3,118.38,0.45,0,3.25,0.638,1
0,1,0,9.8,0.018,0,0.49,0.172,0
6,2,2,219.78,0.827,1,8.11,0.986,1
0,1,0,4.25,0.012,0,0.18,0.32,0
0,1,0,20.14,0.018,0,1.17,0.361,0
0,2,0,7.38,0.042,0,1.49,0.252,0
0,0,0,28.18,0.036,0,1.0,0.394,0
9,8,1,405.27,0.63,0,7.94,0.964,1
0,1,0,37.96,0.004,0,1.49,0.139,0
5,2,3,378.03,0.149,1,8.37,0.786,1
6,7,0,224.33,0.691,0,2.41,0.59,1
8,2,1,314.91,0.294,1,3.35,0.665,1
1,2,0,34.28,0.029,0,1.06,0.375,0
1,1,0,4.66,0.045,1,1.07,0.292,0
0,1,0,29.61,0.008,0,0.15,0.188,0
0,0,0,30.37,0.006,0,1.22,0.12,0
0,2,0,30.78,0.01,0,0.32,0.274,0
0,1,0,4.23,0.016,0,1.32,0.381,0
4,4,1,320.63,0.669,1,8.87,0.955,1
0,1,0,35.94,0.04,0,1.23,0.189,0
0,2,0,27.7,0.014,1,0.58,0.377,0
8,2,3,463.2,0.775,1,9.23,0.731,1
0,1,0,9.33,0.043,0,1.34,0.182,0
0,0,0,7.88,0.048,0,0.45,0.136,0
